GalaxyName,Class,RadiusKpc,RadiusFraction,aN_over_a0,SourceS_tau,RadialFactor,RadialZone,Predicted_S_tau_radial_v01,AbsLogResidual_S_tau1,AbsLogResidual_RadialRule,DeltaAbsLogResidual_RadialMinusS1,InterpretationGuardrail
DDO154,A,2.96,0.5,0.0277722,1.050000000,1.020000000,middle_low_acc_boost,1.071000000,0.045600666,0.006254532,-0.039346134,radial_source_rule_velocity_readout_no_refit
DDO154,A,3.46,0.584459,0.0269119,1.050000000,1.020000000,middle_low_acc_boost,1.071000000,0.038576139,0.000911590,-0.037664549,radial_source_rule_velocity_readout_no_refit
DDO154,A,3.95,0.66723,0.0239951,1.050000000,1.020000000,middle_low_acc_boost,1.071000000,0.049844271,0.009850811,-0.039993460,radial_source_rule_velocity_readout_no_refit
DDO154,A,4.44,0.75,0.0202015,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.075447467,0.008717994,-0.066729473,radial_source_rule_velocity_readout_no_refit
DDO154,A,4.94,0.834459,0.0169671,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.100820742,0.015230946,-0.085589797,radial_source_rule_velocity_readout_no_refit
DDO154,A,5.43,0.91723,0.0142488,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.099386834,0.012439089,-0.086947745,radial_source_rule_velocity_readout_no_refit
DDO154,A,5.92,1,0.0120527,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.075781208,0.012408832,-0.063372376,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,0.41,0.0245951,0.279244,1.050000000,0.900000000,inner,0.945000000,0.040861577,0.060521514,0.019659937,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,0.98,0.0587882,0.317555,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.018368984,0.011368825,-0.007000159,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,1.78,0.106779,0.299369,1.050000000,0.900000000,inner,0.945000000,0.230825589,0.211626281,-0.019199309,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,2.69,0.161368,0.293328,1.050000000,0.900000000,inner,0.945000000,0.204316167,0.184981489,-0.019334678,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,3.36,0.20156,0.278385,1.050000000,0.900000000,inner,0.945000000,0.109423515,0.089743285,-0.019680230,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,4.39,0.263347,0.23743,1.050000000,0.900000000,inner,0.945000000,0.029371892,0.050087761,0.020715869,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,5.65,0.338932,0.207612,1.050000000,0.980000000,middle,1.029000000,0.074432783,0.063244953,-0.011187831,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,6.34,0.380324,0.201514,1.050000000,0.980000000,middle,1.029000000,0.155501716,0.144218694,-0.011283022,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,6.89,0.413317,0.203589,1.050000000,0.980000000,middle,1.029000000,0.147830932,0.136580557,-0.011250375,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,8.34,0.5003,0.21933,1.050000000,0.980000000,middle,1.029000000,0.145659242,0.134648185,-0.011011057,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,10.04,0.60228,0.238634,1.050000000,0.980000000,middle,1.029000000,0.082918767,0.072182848,-0.010735918,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,11.65,0.69886,0.228215,1.050000000,1.060000000,outer,1.113000000,0.064776973,0.023026718,-0.041750256,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,13.36,0.80144,0.20525,1.050000000,1.060000000,outer,1.113000000,0.058959258,0.015916088,-0.043043170,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,15.06,0.903419,0.175943,1.050000000,1.060000000,outer,1.113000000,0.059401913,0.014530785,-0.044871128,radial_source_rule_velocity_readout_no_refit
ESO079-G014,A,16.67,1,0.151573,1.050000000,1.060000000,outer,1.113000000,0.061768186,0.015187498,-0.046580688,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,0.25,0.025355,0.162164,1.050000000,0.900000000,inner,0.945000000,0.001860722,0.021220968,0.019360246,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,0.83,0.0841785,0.197785,1.050000000,0.900000000,inner,0.945000000,0.015884993,0.005986307,-0.009898687,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,1.38,0.139959,0.257441,1.050000000,0.900000000,inner,0.945000000,0.101099302,0.080906892,-0.020192410,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,1.85,0.187627,0.281801,1.050000000,0.900000000,inner,0.945000000,0.000054768,0.019654615,0.019599847,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,2.68,0.271805,0.200208,1.050000000,0.900000000,inner,0.945000000,0.089819229,0.111614725,0.021795496,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,3.19,0.323529,0.19247,1.050000000,0.900000000,inner,0.945000000,0.053165283,0.075205523,0.022040240,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,3.68,0.373225,0.185614,1.050000000,0.980000000,middle,1.029000000,0.086042851,0.074500351,-0.011542500,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,4.13,0.418864,0.176354,1.050000000,0.980000000,middle,1.029000000,0.154366130,0.142664305,-0.011701825,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,5.23,0.530426,0.1414,1.050000000,0.980000000,middle,1.029000000,0.135750605,0.123381531,-0.012369074,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,6.05,0.61359,0.113811,1.050000000,0.980000000,middle,1.029000000,0.170027154,0.157035813,-0.012991341,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,6.81,0.690669,0.0939989,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.163587884,0.095589816,-0.067998068,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,7.56,0.766734,0.0850028,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.153369096,0.084081511,-0.069287586,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,8.32,0.843813,0.0796615,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.135855854,0.065755451,-0.070100402,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,9.09,0.921907,0.0732046,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.128434071,0.057297115,-0.071136955,radial_source_rule_velocity_readout_no_refit
ESO116-G012,A,9.86,1,0.0605889,1.050000000,1.100000000,outer_low_acc_boost,1.150000000,0.159377011,0.086009317,-0.073367694,radial_source_rule_velocity_readout_no_refit
IC2574,C,0.85,0.083089,0.0146102,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.508875693,0.379397479,-0.129478214,radial_source_rule_velocity_readout_no_refit
IC2574,C,1.14,0.111437,0.0170283,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.485426977,0.357934825,-0.127492153,radial_source_rule_velocity_readout_no_refit
IC2574,C,1.42,0.138807,0.0183564,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.381934732,0.255445279,-0.126489453,radial_source_rule_velocity_readout_no_refit
IC2574,C,1.71,0.167155,0.0202817,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.384334764,0.259207329,-0.125127435,radial_source_rule_velocity_readout_no_refit
IC2574,C,1.99,0.194526,0.0226459,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.436511401,0.312931160,-0.123580241,radial_source_rule_velocity_readout_no_refit
IC2574,C,2.28,0.222874,0.0227137,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.229330771,0.105793100,-0.123537671,radial_source_rule_velocity_readout_no_refit
IC2574,C,2.55,0.249267,0.023516,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.237981720,0.114940792,-0.123040928,radial_source_rule_velocity_readout_no_refit
IC2574,C,2.84,0.277615,0.0232847,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.218653049,0.095470214,-0.123182835,radial_source_rule_velocity_readout_no_refit
IC2574,C,3.13,0.305963,0.0228831,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.155796660,0.032364941,-0.123431720,radial_source_rule_velocity_readout_no_refit
IC2574,C,3.41,0.333333,0.0222472,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.135617635,0.055417205,-0.080200430,radial_source_rule_velocity_readout_no_refit
IC2574,C,3.7,0.361681,0.0202666,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.137804235,0.056777210,-0.081027024,radial_source_rule_velocity_readout_no_refit
IC2574,C,3.98,0.389052,0.0184266,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.032322576,0.049527481,0.017204905,radial_source_rule_velocity_readout_no_refit
IC2574,C,4.26,0.416422,0.0183809,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.148258123,0.066386868,-0.081871256,radial_source_rule_velocity_readout_no_refit
IC2574,C,4.55,0.44477,0.0212668,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.124684726,0.044082208,-0.080602517,radial_source_rule_velocity_readout_no_refit
IC2574,C,4.84,0.473118,0.0241606,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.233466260,0.154014514,-0.079451746,radial_source_rule_velocity_readout_no_refit
IC2574,C,5.12,0.500489,0.0254023,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.202064362,0.123075481,-0.078988881,radial_source_rule_velocity_readout_no_refit
IC2574,C,5.41,0.528837,0.025143,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.200051226,0.120967079,-0.079084146,radial_source_rule_velocity_readout_no_refit
IC2574,C,5.68,0.55523,0.0258958,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.200339558,0.121530035,-0.078809523,radial_source_rule_velocity_readout_no_refit
IC2574,C,5.97,0.583578,0.0261837,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.191521460,0.112815419,-0.078706042,radial_source_rule_velocity_readout_no_refit
IC2574,C,6.26,0.611926,0.0271992,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.167489977,0.089142415,-0.078347561,radial_source_rule_velocity_readout_no_refit
IC2574,C,6.54,0.639296,0.0281617,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.143963891,0.065947165,-0.078016726,radial_source_rule_velocity_readout_no_refit
IC2574,C,6.83,0.667644,0.0275049,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.134595970,0.056354401,-0.078241569,radial_source_rule_velocity_readout_no_refit
IC2574,C,7.1,0.694037,0.0272589,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.134046747,0.096532584,-0.037514163,radial_source_rule_velocity_readout_no_refit
IC2574,C,7.39,0.722385,0.0268041,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.113623320,0.076034534,-0.037588786,radial_source_rule_velocity_readout_no_refit
IC2574,C,7.68,0.750733,0.0272804,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.088426444,0.050915786,-0.037510658,radial_source_rule_velocity_readout_no_refit
IC2574,C,7.96,0.778104,0.0274042,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.133747918,0.096257404,-0.037490513,radial_source_rule_velocity_readout_no_refit
IC2574,C,8.25,0.806452,0.027259,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.209106876,0.171592729,-0.037514147,radial_source_rule_velocity_readout_no_refit
IC2574,C,8.52,0.832845,0.0261578,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.044070549,0.006374119,-0.037696430,radial_source_rule_velocity_readout_no_refit
IC2574,C,8.81,0.861193,0.0255533,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.105754587,0.067955708,-0.037798879,radial_source_rule_velocity_readout_no_refit
IC2574,C,9.1,0.889541,0.0251895,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.108706805,0.070845418,-0.037861387,radial_source_rule_velocity_readout_no_refit
IC2574,C,9.38,0.916911,0.0254448,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.048602087,0.010784634,-0.037817453,radial_source_rule_velocity_readout_no_refit
IC2574,C,9.67,0.945259,0.0265537,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.090908075,0.053277810,-0.037630265,radial_source_rule_velocity_readout_no_refit
IC2574,C,9.96,0.973607,0.0264141,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.075121116,0.037467603,-0.037653513,radial_source_rule_velocity_readout_no_refit
IC2574,C,10.23,1,0.0270722,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.091125990,0.053581304,-0.037544686,radial_source_rule_velocity_readout_no_refit
NGC0055,C,1.23,0.0911111,0.123933,0.825000000,0.900000000,inner,0.742500000,0.395332399,0.274355441,-0.120976958,radial_source_rule_velocity_readout_no_refit
NGC0055,C,1.84,0.136296,0.129188,0.825000000,0.900000000,inner,0.742500000,0.339939736,0.220169621,-0.119770115,radial_source_rule_velocity_readout_no_refit
NGC0055,C,2.46,0.182222,0.125061,0.825000000,0.900000000,inner,0.742500000,0.338194094,0.217479520,-0.120714574,radial_source_rule_velocity_readout_no_refit
NGC0055,C,3.07,0.227407,0.121032,0.825000000,0.900000000,inner,0.742500000,0.287923198,0.166262757,-0.121660441,radial_source_rule_velocity_readout_no_refit
NGC0055,C,3.68,0.272593,0.118349,0.825000000,0.900000000,inner,0.742500000,0.223180894,0.100876858,-0.122304036,radial_source_rule_velocity_readout_no_refit
NGC0055,C,4.3,0.318519,0.115638,0.825000000,0.900000000,inner,0.742500000,0.187517892,0.064551902,-0.122965990,radial_source_rule_velocity_readout_no_refit
NGC0055,C,4.91,0.363704,0.10979,0.825000000,0.980000000,middle,0.808500000,0.178482984,0.087446568,-0.091036416,radial_source_rule_velocity_readout_no_refit
NGC0055,C,5.52,0.408889,0.103602,0.825000000,0.980000000,middle,0.808500000,0.164285119,0.072081660,-0.092203459,radial_source_rule_velocity_readout_no_refit
NGC0055,C,6.14,0.454815,0.0972935,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.171192792,0.094482641,-0.076710151,radial_source_rule_velocity_readout_no_refit
NGC0055,C,6.75,0.5,0.0914689,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.137056564,0.059365078,-0.077691486,radial_source_rule_velocity_readout_no_refit
NGC0055,C,7.37,0.545926,0.0864263,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.119093600,0.040513866,-0.078579733,radial_source_rule_velocity_readout_no_refit
NGC0055,C,7.98,0.591111,0.0818933,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.118436317,0.039024356,-0.079411961,radial_source_rule_velocity_readout_no_refit
NGC0055,C,8.59,0.636296,0.0784535,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.128233045,0.048166311,-0.080066734,radial_source_rule_velocity_readout_no_refit
NGC0055,C,9.21,0.682222,0.0738545,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.144390167,0.097932769,-0.046457398,radial_source_rule_velocity_readout_no_refit
NGC0055,C,9.82,0.727407,0.0686378,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.134855166,0.087786615,-0.047068551,radial_source_rule_velocity_readout_no_refit
NGC0055,C,10.43,0.772593,0.0634806,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.155372932,0.107665722,-0.047707210,radial_source_rule_velocity_readout_no_refit
NGC0055,C,11.05,0.818519,0.0576877,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.152394361,0.103922767,-0.048471595,radial_source_rule_velocity_readout_no_refit
NGC0055,C,11.66,0.863704,0.0527719,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.140138088,0.090972562,-0.049165527,radial_source_rule_velocity_readout_no_refit
NGC0055,C,12.28,0.90963,0.0495565,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.146080269,0.096434934,-0.049645335,radial_source_rule_velocity_readout_no_refit
NGC0055,C,12.89,0.954815,0.0472351,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.139164081,0.089158057,-0.050006024,radial_source_rule_velocity_readout_no_refit
NGC0055,C,13.5,1,0.0456436,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.161055248,0.110794422,-0.050260827,radial_source_rule_velocity_readout_no_refit
NGC1705,C,0.22,0.0366667,0.71694,0.825000000,0.870000000,inner_high_acc_trim,0.717750000,0.457663102,0.527561749,0.069898648,radial_source_rule_velocity_readout_no_refit
NGC1705,C,0.66,0.11,0.485134,0.825000000,0.870000000,inner_high_acc_trim,0.717750000,0.252897776,0.337413170,0.084515394,radial_source_rule_velocity_readout_no_refit
NGC1705,C,1.11,0.185,0.305277,0.825000000,0.870000000,inner_high_acc_trim,0.717750000,0.294147170,0.396105227,0.101958057,radial_source_rule_velocity_readout_no_refit
NGC1705,C,1.55,0.258333,0.187663,0.825000000,0.900000000,inner,0.742500000,0.292833830,0.401281528,0.108447699,radial_source_rule_velocity_readout_no_refit
NGC1705,C,2,0.333333,0.12394,0.825000000,0.980000000,middle,0.808500000,0.293773777,0.382319859,0.088546082,radial_source_rule_velocity_readout_no_refit
NGC1705,C,2.45,0.408333,0.0847702,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.311273302,0.390153216,0.078879914,radial_source_rule_velocity_readout_no_refit
NGC1705,C,2.89,0.481667,0.0608935,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.322521614,0.406310350,0.083788736,radial_source_rule_velocity_readout_no_refit
NGC1705,C,3.34,0.556667,0.0452928,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.343856979,0.431690928,0.087833949,radial_source_rule_velocity_readout_no_refit
NGC1705,C,3.78,0.63,0.0350569,0.825000000,1.020000000,middle_low_acc_boost,0.841500000,0.373487817,0.464574384,0.091086568,radial_source_rule_velocity_readout_no_refit
NGC1705,C,4.22,0.703333,0.0289736,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.385598038,0.439021715,0.053423677,radial_source_rule_velocity_readout_no_refit
NGC1705,C,4.66,0.776667,0.0246251,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.392671263,0.447134956,0.054463693,radial_source_rule_velocity_readout_no_refit
NGC1705,C,5.11,0.851667,0.0213844,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.393352910,0.448682784,0.055329874,radial_source_rule_velocity_readout_no_refit
NGC1705,C,5.56,0.926667,0.0187295,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.405050684,0.461165016,0.056114332,radial_source_rule_velocity_readout_no_refit
NGC1705,C,6,1,0.0177222,0.825000000,1.100000000,outer_low_acc_boost,0.907500000,0.382439218,0.438872603,0.056433385,radial_source_rule_velocity_readout_no_refit
NGC2366,C,0.12,0.019802,0.0170808,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.483022295,0.355570863,-0.127451432,radial_source_rule_velocity_readout_no_refit
NGC2366,C,0.36,0.0594059,0.0468406,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.576003507,0.463820971,-0.112182536,radial_source_rule_velocity_readout_no_refit
NGC2366,C,0.59,0.0973597,0.0590848,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.414836583,0.306779566,-0.108057016,radial_source_rule_velocity_readout_no_refit
NGC2366,C,0.83,0.136964,0.0687225,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.451143846,0.345907952,-0.105235895,radial_source_rule_velocity_readout_no_refit
NGC2366,C,1.07,0.176568,0.0731464,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.358340053,0.254301171,-0.104038882,radial_source_rule_velocity_readout_no_refit
NGC2366,C,1.31,0.216172,0.0754616,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.286748032,0.183314179,-0.103433853,radial_source_rule_velocity_readout_no_refit
NGC2366,C,1.54,0.254125,0.0748255,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.201077200,0.097478513,-0.103598687,radial_source_rule_velocity_readout_no_refit
NGC2366,C,1.79,0.29538,0.0751692,0.850000000,0.940000000,inner_low_acc_boost,0.799000000,0.152993716,0.049484222,-0.103509494,radial_source_rule_velocity_readout_no_refit
NGC2366,C,2.02,0.333333,0.0759727,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.139970152,0.072823330,-0.067146822,radial_source_rule_velocity_readout_no_refit
NGC2366,C,2.26,0.372937,0.0734763,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.141624216,0.074062844,-0.067561372,radial_source_rule_velocity_readout_no_refit
NGC2366,C,2.49,0.410891,0.0684866,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.100566497,0.032144285,-0.068422213,radial_source_rule_velocity_readout_no_refit
NGC2366,C,2.74,0.452145,0.0643421,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.080206236,0.011033094,-0.069173142,radial_source_rule_velocity_readout_no_refit
NGC2366,C,2.97,0.490099,0.0624508,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.095943272,0.026415575,-0.069527698,radial_source_rule_velocity_readout_no_refit
NGC2366,C,3.21,0.529703,0.0604668,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.109612007,0.039703787,-0.069908220,radial_source_rule_velocity_readout_no_refit
NGC2366,C,3.44,0.567657,0.0584461,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.094692242,0.024386914,-0.070305328,radial_source_rule_velocity_readout_no_refit
NGC2366,C,3.69,0.608911,0.0557282,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.086629126,0.015773465,-0.070855660,radial_source_rule_velocity_readout_no_refit
NGC2366,C,3.92,0.646865,0.0534911,0.850000000,1.020000000,middle_low_acc_boost,0.867000000,0.086019096,0.014695497,-0.071323599,radial_source_rule_velocity_readout_no_refit
NGC2366,C,4.16,0.686469,0.0504328,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.082845156,0.048310446,-0.034534710,radial_source_rule_velocity_readout_no_refit
NGC2366,C,4.4,0.726073,0.0477724,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.140312472,0.105494622,-0.034817850,radial_source_rule_velocity_readout_no_refit
NGC2366,C,4.64,0.765677,0.0454744,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.142434360,0.107362580,-0.035071780,radial_source_rule_velocity_readout_no_refit
NGC2366,C,4.87,0.80363,0.0443976,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.160452814,0.125258835,-0.035193978,radial_source_rule_velocity_readout_no_refit
NGC2366,C,5.11,0.843234,0.0431236,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.196226474,0.160885111,-0.035341363,radial_source_rule_velocity_readout_no_refit
NGC2366,C,5.35,0.882838,0.0411713,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.241864643,0.206291176,-0.035573467,radial_source_rule_velocity_readout_no_refit
NGC2366,C,5.59,0.922442,0.0388994,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.214009219,0.178155382,-0.035853837,radial_source_rule_velocity_readout_no_refit
NGC2366,C,5.82,0.960396,0.0364023,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.231690327,0.195514281,-0.036176045,radial_source_rule_velocity_readout_no_refit
NGC2366,C,6.06,1,0.0345278,0.850000000,1.100000000,outer_low_acc_boost,0.935000000,0.225630177,0.189201563,-0.036428614,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.16,0.00766651,0.454641,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.050935023,0.076794440,0.025859418,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.26,0.0124581,0.648264,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.056085370,0.078077242,0.021991872,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.36,0.0172496,0.830282,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.010816242,0.030164274,0.019348032,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.46,0.0220412,0.94614,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.027942979,0.045933236,0.017990257,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.56,0.0268328,0.983941,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.073704269,0.091293919,0.017589650,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.66,0.0316243,0.937525,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.086040817,0.104125080,0.018084262,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.76,0.0364159,0.895336,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.117559627,0.136119647,0.018560020,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.86,0.0412075,0.836404,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.119152434,0.138423285,0.019270851,radial_source_rule_velocity_readout_no_refit
NGC2403,A,0.96,0.045999,0.793012,1.050000000,0.870000000,inner_high_acc_trim,0.913500000,0.082585258,0.102417778,0.019832520,radial_source_rule_velocity_readout_no_refit
